instance_id,hash,declared_clauses,kept_clauses,variables,variables_dropped,nodes,edges,sampled,build_seconds
SAT-Comp-2016-CNF/app16/eq.atree.braun.13.unsat.cnf.gz,c11048ce0934980ee0ee8a3584010b96,6802,6802,2010,0,10822,17668,0,0.024
SAT-Comp-2016-CNF/app16/f1000.cnf.gz,9a0e6e700381903bfa995f6a55665f46,4250,4250,1000,0,6250,12750,0,0.103
SAT-Comp-2016-CNF/app16/f600.cnf.gz,29b9cdc4be195bf5259da98aee484b85,2550,2550,600,0,3750,7650,0,0.012
SAT-Comp-2016-CNF/app16/gaussian.c.75.smt2-cvc4.cnf.gz,4b537d3c18082eb884bf9429b8146214,8561035,200000,413912,1573246,1027824,548645,1,16.386
SAT-Comp-2016-CNF/app16/gss-20-s100.cnf.gz,140f56ae75d27f8f64392ddbea8fdf20,94748,94748,31503,0,157754,223300,0,0.324
SAT-Comp-2016-CNF/app16/gss-24-s100.cnf.gz,1e3a230c767270048f4ec3f31b1b2ada,95735,95735,31821,0,159377,225739,0,0.331
SAT-Comp-2016-CNF/app16/gss-26-s100.cnf.gz,4a6455401efd03c7b6df67be7cccf13f,96138,96138,31942,0,160022,226784,0,0.341
SAT-Comp-2016-CNF/app16/gss-27-s100.cnf.gz,d88baaa735c644728b0d0cb3f015708b,96161,96161,31951,0,160063,226837,0,0.54
SAT-Comp-2016-CNF/app16/gss-28-s100.cnf.gz,5c8d404d474d05337e12679fee628554,96786,96786,32151,0,161088,228372,0,0.353
SAT-Comp-2016-CNF/app16/gss-29-s100.cnf.gz,61a952d4189798d3cf369adc843350d5,96996,96996,32219,0,161434,228898,0,0.34
SAT-Comp-2016-CNF/app16/gus-md5-10.cnf.gz,a6108ce30f9288e9d0c22bb072a1f6d4,226618,200000,69501,2,339002,518377,1,0.91
SAT-Comp-2016-CNF/app16/gus-md5-12.cnf.gz,425c28cab2c9945f9d2058b47ef1ed1d,226752,200000,69553,0,339106,518367,1,0.798
SAT-Comp-2016-CNF/app16/hitag2-8-60-0-0xb2021557d918860-94.cnf.gz,2c4e0ec3514d121eb77e995aa7c061ff,30117,30117,2265,8,34647,177057,0,0.146
SAT-Comp-2016-CNF/app16/homer17.cnf.gz,d7db30eb1d198b7db9e2ea27501d893f,1742,1742,286,0,2314,3718,0,0.007
SAT-Comp-2016-CNF/app16/ibm-2002-23r-k90.cnf.gz,e5e81b88152c18f060d4d4617750ea23,928885,200000,174919,47372,549838,503648,1,2.165
SAT-Comp-2016-CNF/app16/k_unsat.cnf.gz,c160729bf1b59e914ede97a3ece56e2d,95854,95854,7021,0,109896,343047,0,0.368
SAT-Comp-2016-CNF/app16/korf-18.cnf.gz,40632052dd4bb97cf52e120c81f08e69,186934,186934,7794,0,202522,1289969,0,1.288
SAT-Comp-2016-CNF/app16/li-exam-61.shuffled-as.sat03-366.cnf.gz,3437aa8423c4c0059146bcd8bef67520,108436,108436,28147,0,164730,373110,0,0.619
SAT-Comp-2016-CNF/app16/maxor128.cnf.gz,d7b38c8ead74ae705aa60b8771debda1,598619,200000,179527,20781,559054,467045,1,1.471
SAT-Comp-2016-CNF/app16/maxxororand032.cnf.gz,8ef915fff70e4a4bbc9e4b2f75ff0ad9,70703,70703,23696,0,118095,164971,0,0.241
SAT-Comp-2016-CNF/app16/minxorminand128.cnf.gz,655681362024c10869610709e1a22246,459965,200000,145361,8473,490722,466680,1,1.174
SAT-Comp-2016-CNF/app16/mix034_rmo.opt_false-unreach-call.i-cbmc-u2.cnf.gz,5b23055a341e73ef74fe2b8a15e96497,378906,200000,75012,2322,350024,706672,1,1.236
SAT-Comp-2016-CNF/app16/mizh-md5-47-3.cnf.gz,d8e9d33780aa854af40e47c5bb86b2f6,273522,200000,65540,64,331080,595811,1,0.962
SAT-Comp-2016-CNF/app16/modgen-n200-m90860q08c40-1006.cnf.gz,8cf952836f79c77178375f0abda2790d,9086,9086,2200,0,13486,27258,0,0.041
SAT-Comp-2016-CNF/app16/modgen-n200-m90860q08c40-11953.cnf.gz,6d12f7972e402769c45d151387122959,9086,9086,2200,0,13486,27258,0,0.039
SAT-Comp-2016-CNF/app16/modgen-n200-m90860q08c40-12992.cnf.gz,4a208e84509d3715094eed49ff3b5ec3,9086,9086,2200,0,13486,27258,0,0.04
SAT-Comp-2016-CNF/app16/modgen-n200-m90860q08c40-13698.cnf.gz,c3619e08b72747fb0086b197e4a27b8b,9086,9086,2200,0,13486,27258,0,0.039
SAT-Comp-2016-CNF/app16/modgen-n200-m90860q08c40-13845.cnf.gz,169b832e8ad5102801bc5390663b0a81,9086,9086,2200,0,13486,27258,0,0.04
SAT-Comp-2016-CNF/app16/modgen-n200-m90860q08c40-1434.cnf.gz,e0865e41d14d6f6e2f54581f1e931950,9086,9086,2200,0,13486,27258,0,0.038
SAT-Comp-2016-CNF/app16/modgen-n200-m90860q08c40-14424.cnf.gz,09f3078602566bbeb02821503e5d2554,9086,9086,2200,0,13486,27258,0,0.038
SAT-Comp-2016-CNF/app16/modgen-n200-m90860q08c40-14808.cnf.gz,f62f5ce0ab2763b4ca2da5de8c0a552c,9086,9086,2200,0,13486,27258,0,0.038
SAT-Comp-2016-CNF/app16/modgen-n200-m90860q08c40-15163.cnf.gz,8682ee8df9efc9913a04040511196352,9086,9086,2200,0,13486,27258,0,0.042
SAT-Comp-2016-CNF/app16/modgen-n200-m90860q08c40-15606.cnf.gz,e05565e0ae13a4a49feec0ca8c7acdb7,9086,9086,2200,0,13486,27258,0,0.038
SAT-Comp-2016-CNF/app16/modgen-n200-m90860q08c40-1585.cnf.gz,11ef5907b3eae3c89e10c65ea370c1f1,9086,9086,2200,0,13486,27258,0,0.039
SAT-Comp-2016-CNF/app16/modgen-n200-m90860q08c40-16597.cnf.gz,0c60cae1d0bd8a26f87a3aab7077e0d8,9086,9086,2200,0,13486,27258,0,0.039
SAT-Comp-2016-CNF/app16/modgen-n200-m90860q08c40-1876.cnf.gz,9c85afa2b91dcacb9f423db437f34507,9086,9086,2200,0,13486,27258,0,0.039
SAT-Comp-2016-CNF/app16/modgen-n200-m90860q08c40-18788.cnf.gz,0e9f0315dd6f93a2613812dfbfcfffa9,9086,9086,2200,0,13486,27258,0,0.04
SAT-Comp-2016-CNF/app16/modgen-n200-m90860q08c40-18972.cnf.gz,a66fe20eef25b41691bcba3b8d559c83,9086,9086,2200,0,13486,27258,0,0.039
SAT-Comp-2016-CNF/app16/modgen-n200-m90860q08c40-19419.cnf.gz,542bc521dfc843751118a12bd7f7b5f6,9086,9086,2200,0,13486,27258,0,0.039
SAT-Comp-2016-CNF/app16/modgen-n200-m90860q08c40-2087.cnf.gz,bd4b2ff95379844ec733cf0cad39d56c,9086,9086,2200,0,13486,27258,0,0.038
SAT-Comp-2016-CNF/app16/modgen-n200-m90860q08c40-21438.cnf.gz,09ed4d881b6dd70d30f59217573369f1,9086,9086,2200,0,13486,27258,0,0.039
SAT-Comp-2016-CNF/app16/modgen-n200-m90860q08c40-22556.cnf.gz,6cc3bed2a2b38c8c057a5980224f8f1e,9086,9086,2200,0,13486,27258,0,0.04
SAT-Comp-2016-CNF/app16/modgen-n200-m90860q08c40-25297.cnf.gz,377278200c88d5aef1b647bda899ec2e,9086,9086,2200,0,13486,27258,0,0.038
SAT-Comp-2016-CNF/app16/modgen-n200-m90860q08c40-28046.cnf.gz,e175112cb4648cda6c16d67822d794ce,9086,9086,2200,0,13486,27258,0,0.04
SAT-Comp-2016-CNF/app16/modgen-n200-m90860q08c40-29020.cnf.gz,ef7bdabd6f4d23c23b0ad87d82c501e5,9086,9086,2200,0,13486,27258,0,0.041
SAT-Comp-2016-CNF/app16/modgen-n200-m90860q08c40-3230.cnf.gz,71ffea57fecb071b6c4dbf220eacc056,9086,9086,2200,0,13486,27258,0,0.042
SAT-Comp-2016-CNF/app16/modgen-n200-m90860q08c40-3866.cnf.gz,94648507b3650a0b1c7549597c2e8509,9086,9086,2200,0,13486,27258,0,0.041
SAT-Comp-2016-CNF/app16/modgen-n200-m90860q08c40-4208.cnf.gz,67b0b2940b091d318ec25307a948f862,9086,9086,2200,0,13486,27258,0,0.041
SAT-Comp-2016-CNF/app16/modgen-n200-m90860q08c40-5377.cnf.gz,c50e0cba8e14add52ca738afc1201c20,9086,9086,2200,0,13486,27258,0,0.04
SAT-Comp-2016-CNF/app16/modgen-n200-m90860q08c40-6295.cnf.gz,2c17a6de2848b26d45e8a66f5feaa894,9086,9086,2200,0,13486,27258,0,0.039
SAT-Comp-2016-CNF/app16/modgen-n200-m90860q08c40-6336.cnf.gz,f4b71ea8807414ae20be45f23aacfdec,9086,9086,2200,0,13486,27258,0,0.039
SAT-Comp-2016-CNF/app16/modgen-n200-m90860q08c40-6967.cnf.gz,4572f8d9b7f4f152b5d4147ec3f40303,9086,9086,2200,0,13486,27258,0,0.039
SAT-Comp-2016-CNF/app16/modgen-n200-m90860q08c40-9056.cnf.gz,8ce5c7def256797660d94fe1326a2cf8,9086,9086,2200,0,13486,27258,0,0.038
SAT-Comp-2016-CNF/app16/mul_03_3000_1.smt2-cvc4.cnf.gz,89d1a19b5a8f40eb71dcadae8b0dfd20,128378,128378,30320,0,189018,351804,0,0.478
SAT-Comp-2016-CNF/app16/mulhs016.cnf.gz,84611c5ceece78f517c71ff6b90bcf92,13871,13871,4656,0,23183,32363,0,0.049
SAT-Comp-2016-CNF/app16/mulhs032.cnf.gz,85ba4d1a72145ca1885e905a9797ce28,56183,56183,18792,0,93767,131091,0,0.188
SAT-Comp-2016-CNF/app16/mulhs064.cnf.gz,b45c330de5e628bc623a52c4c6555445,226055,200000,75480,0,350960,466600,1,0.756
SAT-Comp-2016-CNF/app16/ndhf_xits_09_UNSAT.cnf.gz,c8cff3ad0f176e153b5073725fed1bd1,167931,167931,1910,0,171751,500698,0,0.571
SAT-Comp-2016-CNF/app16/ndhf_xits_17_UNKNOWN.cnf.gz,6578d613600021077a1a0be4272f031c,395999,200000,3547,35,207094,597564,1,1.098
SAT-Comp-2016-CNF/app16/newton.2.2.i.smt2-cvc4.cnf.gz,f2fdf6d0a00880ef0816fe1607f98b1f,843395,200000,171790,24361,543580,552518,1,2.097
SAT-Comp-2016-CNF/app16/newton.2.3.i.smt2-cvc4.cnf.gz,7b54419c9a90f3bec4adb173ef9a09c1,1309727,200000,223581,79156,647162,552918,1,2.877
SAT-Comp-2016-CNF/app16/newton.2.3.i.smt2-stp212.cnf.gz,11cda83ca0d5328422f779158aa5f795,643691,200000,149950,5649,499900,595458,1,1.679
SAT-Comp-2016-CNF/app16/newton.3.3.i.smt2-stp212.cnf.gz,ca3748ee29d2d7d1e5d655f92a16543d,643681,200000,149844,5756,499688,595549,1,1.632
SAT-Comp-2016-CNF/app16/newton.4.3.i.smt2-stp212.cnf.gz,2dfce8dfd050eefb91c57a8f2270cff9,643691,200000,149943,5657,499886,595480,1,1.71
SAT-Comp-2016-CNF/app16/newton.5.1.i.smt2-cvc4.cnf.gz,92b98ab8055b143e0283a215a70cf001,404967,200000,94284,1041,388568,550369,1,1.139
SAT-Comp-2016-CNF/app16/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.035-NOTKNOWN.cnf.gz,f1d1a4fee20e2907c33465a88d1e24f2,667976,200000,117244,16322,434488,476290,1,1.479
SAT-Comp-2016-CNF/app16/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.045-NOTKNOWN.cnf.gz,445c4da95ba97d07846283633be5384a,870241,200000,139558,32118,479116,475023,1,1.794
SAT-Comp-2016-CNF/app16/par32-1-c.cnf.gz,db3c29134393f75225e3e050a95c1f7c,5254,5254,1315,0,7884,15390,0,0.02
SAT-Comp-2016-CNF/app16/par32-3-c.cnf.gz,8c032168a40f34768e9d90afa586d847,5294,5294,1325,0,7944,15510,0,0.02
SAT-Comp-2016-CNF/app16/partial-10-13-u.cnf.gz,5e847be6e071e1df01cc91562fc74198,1059777,200000,192932,41132,585864,456730,1,2.158
SAT-Comp-2016-CNF/app16/partial-10-15-s.cnf.gz,e0b81bc4bfef4266743cb001f20a97cb,1211106,200000,205188,55832,610376,459659,1,2.504
SAT-Comp-2016-CNF/app16/partial-10-19-s.cnf.gz,65e2151bf1be22c75b9ea2e1b2a07741,1585788,200000,232233,98563,664466,464856,1,3.118
SAT-Comp-2016-CNF/app16/partial-10-19-u.cnf.gz,c62b0222dbe1002ec12967ea52b3f840,1570953,200000,232793,97579,665586,463446,1,3.061
SAT-Comp-2016-CNF/app16/partial-5-11-u.cnf.gz,7cee390ca19b34d0ec9ebde5c318662d,730719,200000,149838,14320,499676,454057,1,1.624
SAT-Comp-2016-CNF/app16/partial-5-15-u.cnf.gz,88f29b33264da2ded0620c610a28045d,1002997,200000,183265,34665,566530,459167,1,2.136
SAT-Comp-2016-CNF/app16/partial-5-17-u.cnf.gz,8ef37f0c6f566559f5716b94a2dd4817,1178557,200000,200400,51604,600800,460984,1,2.429
SAT-Comp-2016-CNF/app16/partial-5-19-u.cnf.gz,c4f96d30a82abc06ba5fd0da11edfc63,1247451,200000,204403,57965,608806,463638,1,2.527
SAT-Comp-2016-CNF/app16/pb_400_02_lb_15.cnf.gz,728e6c35cb5a5a5f4efeeb1364f19d42,1134514,200000,201360,46058,602720,474566,1,2.291
SAT-Comp-2016-CNF/app16/podwr001_power.opt_false-unreach-call.i-cbmc-u2.cnf.gz,ac596f81595e878e67172a3d10641802,526258,200000,99080,6304,398160,706437,1,1.492
SAT-Comp-2016-CNF/app16/q_query_3_L200_coli.sat.cnf.gz,cb8f9ffb66d9b5ef663e6759be0b5e4e,3513333,200000,231670,439197,663340,584393,1,6.94
SAT-Comp-2016-CNF/app16/rbcl_xits_09_UNKNOWN.cnf.gz,ddd91958c7f99833af9d42cf39317cdf,79453,79453,1430,0,82313,236162,0,0.289
SAT-Comp-2016-CNF/app16/rbcl_xits_11_UNKNOWN.cnf.gz,55a2173bd9467852042baf7649fadbe8,104640,104640,1740,0,108120,311346,0,0.376
SAT-Comp-2016-CNF/app16/rpoc_xits_09_UNSAT.cnf.gz,123c397f55eeae78c45e8d973b8e9dce,87044,87044,1430,0,89904,258924,0,0.307
SAT-Comp-2016-CNF/app16/rpoc_xits_10_UNKNOWN.cnf.gz,338bbefd31a527548666d5cee1aadaeb,100116,100116,1584,0,103284,297952,0,0.352
SAT-Comp-2016-CNF/app16/rpoc_xits_11_UNKNOWN.cnf.gz,3ee586232653bdd2d2f5a9e63785f6af,114011,114011,1740,0,117491,339448,0,0.387
SAT-Comp-2016-CNF/app16/rpoc_xits_14_UNKNOWN.cnf.gz,e0a64b4a694da865dcb931d36effcc96,160694,160694,2220,0,165134,478924,0,0.584
