instance_id,hash,declared_clauses,kept_clauses,variables,variables_dropped,nodes,edges,sampled,build_seconds
sat/apn-sbox6-cut3-helpbox23.cnf.bz2,d44d7450ee0373c5c19637dad7840055,810906,200000,168702,31266,537404,608978,1,1.998
sat/apn-sbox6-cut3-helpbox26.cnf.bz2,556ccbb8c839397fa16f270eb902bf61,810924,200000,168965,31003,537930,609111,1,1.963
sat/apn-sbox6-cut3-helpbox28.cnf.bz2,f84299860dd15ef54992240f39620b90,810936,200000,169000,30968,538000,609041,1,1.902
sat/apn-sbox6-cut3-helpbox29.cnf.bz2,380602278a69c8356d72ee604d62a426,810942,200000,169079,30889,538158,608977,1,1.913
sat/apn-sbox6-cut3-helpbox30.cnf.bz2,413fe2a006608dddd3a1e16b70a69673,810948,200000,168801,31167,537602,608775,1,1.893
sat/apn-sbox6-cut3-helpbox31.cnf.bz2,80b00b980dafd615a74c1fd56e7363cd,810954,200000,168680,31288,537360,608866,1,1.937
sat/apn-sbox6-cut4-helpbox23.cnf.bz2,1f7d2a5f671c717bdaa409492ac3ab3d,810906,200000,127520,9952,455040,731974,1,2.162
sat/apn-sbox6-cut4-helpbox26.cnf.bz2,7bcbe64c5bdad9b53ca0aae0000e3bcf,810924,200000,127504,9968,455008,732466,1,2.041
sat/apn-sbox6-cut4-helpbox28.cnf.bz2,7f2216a51e42aad000442486fabe9455,810936,200000,127622,9850,455244,732415,1,2.031
sat/apn-sbox6-cut4-helpbox29.cnf.bz2,b330bb80d25571dd4fc6cf5137e133d3,810942,200000,127652,9820,455304,732284,1,2.049
sat/apn-sbox6-cut4-helpbox30.cnf.bz2,2900e0902b39ca81551fc80aca4bf201,810948,200000,127587,9885,455174,731930,1,2.175
sat/apn-sbox6-cut4-helpbox31.cnf.bz2,b684cf496a04f5919f26fa50ce4697cf,810954,200000,127551,9921,455102,732071,1,2.117
sat/apn-sbox6-cut5-helpbox23.cnf.bz2,511c31a42505f9c6c389faafd051f3fe,1060890,200000,68961,6015,337922,984037,1,2.918
sat/apn-sbox6-cut5-helpbox26.cnf.bz2,7c1a4e2698c9f259264b2a0a62ebe166,1060908,200000,68975,6001,337950,983903,1,2.857
sat/apn-sbox6-cut5-helpbox28.cnf.bz2,2a1f7571b10948d895ad33608277cc74,1060920,200000,68904,6072,337808,983900,1,2.863
sat/apn-sbox6-cut5-helpbox29.cnf.bz2,cd45de8e357af61f4dfc5d0f48ff2b91,1060926,200000,68914,6062,337828,983898,1,2.851
sat/apn-sbox6-cut5-helpbox30.cnf.bz2,4cd5a0c02ec0f5dd07e5f73a53c72092,1060932,200000,68932,6044,337864,983989,1,2.827
sat/assoc_mult_err_3.c.cnf.bz2,22922a96c4bdac643b69069355c5db28,71247,71247,15043,456,101333,205383,0,0.252
sat/assoc2.c.cnf.bz2,af0d4ae466a64e31098ef99f52ce08ee,66490,66490,13878,391,94246,192084,0,0.238
sat/avg_true-unreach-call.i.cnf.bz2,4c19bb1819c247901ce670322357239c,303969,200000,73381,617,346762,580874,1,0.979
sat/ax-d-4-7-5.cnf.bz2,49ed057e8214d3687dc69741bd7bd589,153673,153673,19610,0,192893,386430,0,0.531
sat/bx-d-4-7-6.cnf.bz2,8dcb930bacf1d778141f6d2117923d1b,200259,200000,23532,0,247064,510209,1,0.735
sat/bx-d-4-7-8.cnf.bz2,41afe4f9d2db445600aa14ee1dc2a929,304471,200000,31370,6,262740,520928,1,0.91
sat/by-alt-5-7.cnf.bz2,5aaba0d1cedc84a0100dca0235968591,448053,200000,48840,97,297680,516120,1,1.206
sat/by-X-2-7-100.cnf.bz2,08e8e08679a3c2ccb537d682165cb351,3259670,200000,59472,2528,318944,585767,1,6.099
sat/bz-X-4-7-6.cnf.bz2,fec4ba2cf2416933dcf7b8153be97344,200000,200000,23508,0,247016,510379,0,0.716
sat/C3-2-31.cnf.bz2,ccfe15077c8b8b41fc7d96deadb70af8,624047,200000,2198,10,204396,1964097,1,3.247
sat/Cake_8_16.cnf.bz2,ea2a5715ae7d9d681fbf4a6fb13c4416,47100,47100,9219,0,65538,150722,0,0.172
sat/Cake_9_19.cnf.bz2,d54a49df382789564a5295bc96791731,95981,95981,18161,0,132303,311011,0,0.358
sat/Cake_9_20.cnf.bz2,840df285912c570dd79cfaa896c7f5fb,101236,101236,19150,0,139536,328136,0,0.37
sat/cms-scheel-md4-families-r24-c4-p4-9-13-18.cnf.bz2,a9e23838767ee4cad6cf8a0dd6dda643,94135,94135,29689,0,153513,242747,0,0.314
sat/cms-scheel-md4-families-r24-c4-p6-13-17-19.cnf.bz2,8d2387dee3e6dd066a8c95b991f700e7,94135,94135,29689,0,153513,242747,0,0.317
sat/cms-scheel-md4-families-r24-c5-p0-5-11-13-18.cnf.bz2,17d73071f8e0b710abbcfb506a54dec9,94137,94137,29690,0,153517,242751,0,0.32
sat/cms-scheel-md4-families-r24-c5-p0-7-10-15-19.cnf.bz2,964b08e46077d5e4138651ac19ff707e,94137,94137,29690,0,153517,242751,0,0.327
sat/cms-scheel-md4-families-r24-c5-p1-5-10-12-18.cnf.bz2,b8ffcf86c50940faebc0c68471a35328,94137,94137,29690,0,153517,242751,0,0.315
sat/cms-scheel-md4-families-r24-c5-p1-8-13-18-19.cnf.bz2,c9a1d049ca7d766ddb2e407ddf536226,94137,94137,29690,0,153517,242751,0,0.32
sat/cms-scheel-md4-families-r24-c5-p1-8-9-16-19.cnf.bz2,5b627a0a66a27c5eb329aa4bd837b812,94137,94137,29690,0,153517,242751,0,0.314
sat/cms-scheel-md4-families-r24-c5-p5-13-16-17-19.cnf.bz2,c5d11380b9104296f64d8fcd50027d69,94137,94137,29690,0,153517,242751,0,0.316
sat/cms-scheel-md4-families-r24-c6-p0-5-10-11-17-18.cnf.bz2,64e6bd3d139c32c5bbc0906c820713b9,94139,94139,29691,0,153521,242755,0,0.319
sat/cms-scheel-md4-families-r24-c6-p1-9-13-16-18-19.cnf.bz2,eba7f569a9faed0b8e88ce3d6fa576f7,94139,94139,29691,0,153521,242755,0,0.317
sat/cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19.cnf.bz2,4cd60c4e03c91c83431875b7a351dd19,94139,94139,29691,0,153521,242755,0,0.317
sat/cms-scheel-md4-families-r24-c8-p2-3-4-5-7-12-16-19.cnf.bz2,38ad1c44716f1afab7ce8342e00e53af,94143,94143,29693,0,153529,242763,0,0.319
sat/cms-scheel-md5-families-r24-c11-p1-4-6-9-10-11-13-15-17-18-19.cnf.bz2,0216f9d35f2b695b904fffb312e3e611,131279,131279,39550,0,210379,348525,0,0.451
sat/cms-scheel-md5-families-r24-c4-p1-3-4-16.cnf.bz2,ae1297b45c60929765a002a59e58ca85,131265,131265,39543,0,210351,348497,0,0.448
sat/cms-scheel-md5-families-r24-c5-p2-7-8-15-19.cnf.bz2,ab045d95555fad4b4156c7083fa66977,131267,131267,39544,0,210355,348501,0,0.467
sat/cms-scheel-md5-families-r24-c5-p6-11-15-16-19.cnf.bz2,4066f8a2168aacb58c4c30f849414c43,131267,131267,39544,0,210355,348501,0,0.453
sat/cms-scheel-md5-families-r24-c6-p1-4-6-13-14-18.cnf.bz2,14e97f5bdd4ba3f941b73daa1e5ebf7d,131269,131269,39545,0,210359,348505,0,0.453
sat/cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15.cnf.bz2,2fc1354438b7dc24dea60cc6fce62e8b,131271,131271,39546,0,210363,348509,0,0.453
sat/cms-scheel-md5-families-r24-c7-p1-5-6-12-16-18-19.cnf.bz2,5ac0262a6f6ff0b1c7ea0713f534645c,131271,131271,39546,0,210363,348509,0,0.458
sat/cms-scheel-md5-families-r24-c8-p0-3-5-6-14-16-18-19.cnf.bz2,d5e8ed68e939322aac850d184e89f64a,131273,131273,39547,0,210367,348513,0,0.454
sat/CNP-5-0.cnf.bz2,59c463289adac745f019fe242cfbec6a,219071,200000,28085,0,256170,415413,1,0.709
sat/CNP-5-100.cnf.bz2,847acf906ee3e44de934120cc9f6f2c1,214401,200000,27585,0,255170,415488,1,0.711
sat/CNP-5-1000.cnf.bz2,a8db47dfe4cdd6c11fc81e1198fd4e5f,172671,172671,23085,0,218841,359189,0,0.57
sat/CNP-5-1100.cnf.bz2,ce49f590c98885f7ac95567f2b1e7dd5,167911,167911,22585,0,213081,349369,0,0.568
sat/CNP-5-1200.cnf.bz2,6ccfbb9e2406918d56e57f4c1f089d3c,163211,163211,22085,0,207381,339669,0,0.533
sat/CNP-5-1300.cnf.bz2,28b3e198ddd246e95d91bbc06e6b2989,158431,158431,21585,0,201601,329809,0,0.513
sat/CNP-5-1400.cnf.bz2,849129608a891ec8f64bfb44995ab569,154221,154221,21085,0,196391,321089,0,0.5
sat/CNP-5-1500.cnf.bz2,c0a2b770a8745e816ee3cf6ceea673df,149471,149471,20585,0,190641,311289,0,0.472
sat/CNP-5-1600.cnf.bz2,3915c14c582d6250e4a0653a6f7807e6,145026,145026,20085,0,185196,302099,0,0.452
sat/CNP-5-1700.cnf.bz2,17ef99c61659c974ae00f1b9bf092cdf,140691,140691,19585,0,179861,293129,0,0.442
sat/CNP-5-1800.cnf.bz2,c9950814842b5586d11865b8aef27197,136511,136511,19085,0,174681,284469,0,0.437
sat/CNP-5-1900.cnf.bz2,98b0fb4a8b859c558ecce92c6e9905a8,132511,132511,18585,0,169681,276169,0,0.42
sat/CNP-5-200.cnf.bz2,b9871473bf0b611d3177424a442359d3,209311,200000,27085,0,254170,415506,1,0.678
sat/CNP-5-300.cnf.bz2,e42f6b72cb0b43dd520446914aaa0b01,204701,200000,26585,0,253170,415611,1,0.675
sat/CNP-5-400.cnf.bz2,d3b20f54794720fa87a76702af8f75fb,200591,200000,26085,0,252170,415605,1,0.662
sat/CNP-5-500.cnf.bz2,330617aa919e0edb980c6504e0d17eb2,196491,196491,25585,0,247661,408329,0,0.631
sat/CNP-5-600.cnf.bz2,c7895e19a65245baf11a13686d1710ca,191591,191591,25085,0,241761,398229,0,0.624
sat/CNP-5-700.cnf.bz2,cade7e3af457911e560b839a0fbe9b38,187411,187411,24585,0,236581,389569,0,0.594
sat/CNP-5-800.cnf.bz2,53741a01c644759504efe5233633dcc5,183111,183111,24085,0,231281,380669,0,0.601
sat/CNP-5-900.cnf.bz2,3e52d79c4b33e14d0324e71fd0b986cd,178091,178091,23585,0,225261,370329,0,0.566
sat/commutativity.c.cnf.bz2,28991e85ab5e76226c0041653bde1233,34906,34906,7541,326,49988,100654,0,0.123
sat/commutativity3.c.cnf.bz2,97d873cfd984140f2cb782993fb5b637,80878,80878,17106,620,115090,233986,0,0.283
sat/course_flat_0.12_2018_3_1.cnf.bz2,c9e1242a3df232c72f02bb5265003b4c,763635,200000,287344,206949,774688,465807,1,1.822
sat/course0.12_2018_3_1.cnf.bz2,63619a3eb9b531e7d963836a832f6ea9,486368,200000,158761,58849,517522,468888,1,1.264
sat/course0.12_2018_3_5.cnf.bz2,cc07e92fc74cdaf6f2c60ba097de98f5,1190583,200000,256576,399211,713152,456900,1,2.561
sat/course0.16_2018_3_5.cnf.bz2,8bf7748864d530e7cbe1091873d3c42e,1192036,200000,256874,399944,713748,456876,1,2.616
sat/course0.2_2018_3_5.cnf.bz2,c5de36538149b595c16b39ed0940958f,1193217,200000,257172,400482,714344,456803,1,2.579
sat/course0.2_2018_3.cnf.bz2,9a67aa3b5e03053c276621cb6bf08cb5,2648157,200000,315453,999487,830906,463681,1,5.645
sat/courses0.2_2017_9.cnf.bz2,60632fce4132ceacfddb8d0764befd96,2416524,200000,308211,934905,816422,461784,1,4.848
sat/cz-3-7-7.cnf.bz2,2bb7d64dd3512f26249bd2f7e8d90a51,113257,113257,12593,0,138443,291887,0,0.391
sat/cz-alt-3-7.cnf.bz2,eb18bb51407d6d53f2e48f8938840dfa,108383,108383,12145,0,132673,279304,0,0.389
sat/cz-d-4-7-5.cnf.bz2,f226a78ef56b43a6af0b8dce96b29181,153672,153672,19610,0,192892,386430,0,0.524
sat/dist10.c.cnf.bz2,67527c9e506ffa65596f017547164a49,68149,68149,14851,425,97851,195124,0,0.246
sat/dist4.c.cnf.bz2,77a0ff05f77e03cfe3261b41143edaa3,68130,68130,14833,425,97796,195084,0,0.236
sat/dist5.c.cnf.bz2,33f30196a8621928deb37d204729e218,68124,68124,14831,425,97786,195068,0,0.237
sat/dist6.c.cnf.bz2,bbe0587d3fc899352fccf7cbb10fa874,68118,68118,14829,425,97776,195052,0,0.237
sat/dist7.c.cnf.bz2,cdd8ab284c8c33aada20bef1db5bbcb7,68149,68149,14851,425,97851,195124,0,0.249
sat/dist8.c.cnf.bz2,acd0c7fee27c40d6d3345f07b7c6d6c4,68149,68149,14851,425,97851,195124,0,0.244
sat/dist9.c.cnf.bz2,e8cb09882ba424f1e5d3be231f31d2eb,68149,68149,14851,425,97851,195124,0,0.246
sat/e_rphp035_05.cnf.bz2,861a9be9fa6c72dfa091ec92013b4538,5555,5555,2960,0,11475,16140,0,0.02
sat/e_rphp055_04.cnf.bz2,d3417314c36fa797e3e4a1949fbadf83,9782,9782,5158,0,20098,28796,0,0.038
sat/e_rphp056_05.cnf.bz2,6e8c0c5ccb66d98b738314d9e841ade0,13598,13598,7097,0,27792,39954,0,0.048
sat/e_rphp065_04.cnf.bz2,14a9fe8122df422aad76a2546250c66f,13512,13512,7073,0,27658,39886,0,0.059
sat/e_rphp065_05.cnf.bz2,3c92dedae9bea8c2c22acd655e33d52d,18125,18125,9410,0,36945,53400,0,0.067
sat/e_rphp096_04.cnf.bz2,be805e2615367977aa2ef37681a01956,28888,28888,14916,0,58720,85704,0,0.115
sat/ecarev-110-1031-23-40-1.cnf.bz2,d00229433c23570f6e1c4147ec46fdf2,248471,200000,42271,0,284542,631523,1,0.906
sat/ecarev-110-1031-23-40-2.cnf.bz2,d7549284b74347abcdabaafb7b423249,248471,200000,42271,0,284542,631523,1,0.875
sat/ecarev-110-1031-23-40-3.cnf.bz2,bc71c439e136607aadbbac91cc34d378,248471,200000,42271,0,284542,631523,1,0.873
sat/ecarev-110-1031-23-40-5.cnf.bz2,83c4a55772eb377fd79b42d8510db31f,248471,200000,42271,0,284542,631523,1,0.888
sat/ecarev-110-1031-23-40-6.cnf.bz2,6296e098cc09de8bb7ce12138c2a77c8,248471,200000,42271,0,284542,631523,1,0.861
sat/ecarev-110-1031-23-40-7.cnf.bz2,6a5b9cc4d0ab64ea234befc27b6a431b,248471,200000,42271,0,284542,631523,1,0.84
sat/ecarev-110-1031-23-40-8.cnf.bz2,cc813d033d2b735cf872a7568eacda24,248471,200000,42271,0,284542,631523,1,0.866
sat/ecarev-110-4099-22-30-2.cnf.bz2,d2bf713ae5d5e4b243fc8ea8d8e5cf4b,741919,200000,126214,855,452428,630948,1,1.799
sat/ecarev-110-4099-22-30-4.cnf.bz2,a8b6af92314b321b3614ded2da24b2dd,741919,200000,126214,855,452428,630948,1,1.769
sat/ecarev-110-4099-22-30-5.cnf.bz2,e06da32846ebb302bf3bd1dd6cdd7d86,741919,200000,126214,855,452428,630948,1,1.802
sat/ecarev-110-4099-22-30-7.cnf.bz2,cd361d33986dccd7f2d86016d6c35241,741919,200000,126214,855,452428,630948,1,1.871
sat/ex009_10.cnf.bz2,a0aeb24e2a6113be5c5221653fbf90d4,6513812,200000,58539,202617,317078,681466,1,12.433
sat/ex015_14.cnf.bz2,5f5754b7a8d036ee51ced0e05ae62c6e,2196861,200000,72352,118660,344704,656795,1,4.465
sat/ex025_19.cnf.bz2,6cf8b432f3cb27c30815f4a562986085,1974699,200000,84654,128948,369308,647999,1,4.003
sat/ex039_33.cnf.bz2,1f49f37f051af218337c654f120cf4d0,571309,200000,95659,19933,391318,611084,1,1.445
sat/ex051_9.cnf.bz2,431aa052e2101d8018df4a2abe0ce0d4,488836,200000,46295,5020,292590,644203,1,1.3
sat/ex065_24.cnf.bz2,04d28cb98f3362dfcd4ab74d4bb82de3,395772,200000,70576,4228,341152,611582,1,1.137
sat/ex065_25.cnf.bz2,f746dae2050dd4aa48bcd53e8bd897b4,393322,200000,70658,4146,341316,612813,1,1.089
sat/ex067_10.cnf.bz2,698c30dc0749b66d872a1e7378c9a6df,1082032,200000,56039,34758,312078,657185,1,2.359
sat/ex145_10.cnf.bz2,51574b22bae25a1f18d1e640958c1115,299517,200000,39122,422,278244,629541,1,0.965
sat/ex145_11.cnf.bz2,87bc2ca74b0f055b899ab6b838b6d71b,297261,200000,39128,416,278256,631229,1,0.963
sat/ex157_10.cnf.bz2,986b255934e4b9f9fd7a8533bd13a76f,2005750,200000,55768,76581,311536,667308,1,4.139
sat/ex179_11.cnf.bz2,0062dc10471119b9e13da682216b190f,1735561,200000,57841,69209,315682,664264,1,3.631
sat/ex187_10.cnf.bz2,3ca581d4d75bff4eb87b99f7c857f285,1799282,200000,58810,71062,317620,663470,1,3.694
sat/exam0.04_2018_3.cnf.bz2,7aaddb977571c2e8e61f35a24942703f,990049,200000,239447,181636,678894,468766,1,2.241
sat/exams0.04_2017_9.cnf.bz2,fbe9ed60a08a08226b9e087c67105888,1056905,200000,244397,190175,688794,468395,1,2.379
sat/factoring29986577x29986577.cnf.bz2,707f23c84c45b87e05296869034e6dfd,10745,10745,2009,0,14763,35305,0,0.041
sat/factoring54018521x562448657.cnf.bz2,9ea405d0e26087a10e6c13578f4d5cb7,15516,15516,2878,0,21272,51124,0,0.056
sat/factoring87654321x12345678.cnf.bz2,af59a2bd928813e816d015c753f45541,12641,12641,2361,0,17363,41537,0,0.046
sat/factoring94418953x321534781.cnf.bz2,168b4cf4e6b8318086edf8fce8ed760e,14537,14537,2703,0,19943,47851,0,0.052
sat/filter_iir_true-unreach-call.c.cnf.bz2,c602a712213cb8bb2d132bf217a430b9,2356343,200000,288718,206307,777436,582799,1,4.937
sat/filter1_true-unreach-call.c.cnf.bz2,b2059a77acce5836fcaa1e26cd1bb1dc,2365025,200000,286781,193770,773562,586845,1,4.955
sat/frb35-17-5_ext.cnf.bz2,9b998be0c639d06988c4902eb125c0b7,14577,14577,175,0,14927,131306,0,0.088
sat/frb35-17-5-mgd_ext.cnf.bz2,df5b743d26da26848b6fe4c0fccdf1c4,12334,12334,175,0,12684,107087,0,0.078
sat/full-cy-caa.rules.7-7.cnf.bz2,efc0a77b8cddd9041d3073a5c83298f0,685419,200000,98363,7281,396726,525713,1,1.632
sat/gto_p50c291.cnf.bz2,1d6609213826bec81693f2f6987b4c16,3813,3813,607,0,5027,10369,0,0.014
sat/gto_p50c307.cnf.bz2,615a6ef0a57c23443c44b342b6937fa5,4036,4036,613,0,5262,11013,0,0.016
sat/gto_p50c311.cnf.bz2,8e4b514895207daa9d69368930b4d607,4137,4137,623,0,5383,11301,0,0.016
sat/gto_p50c312.cnf.bz2,2912668194f5aee350dac732d3c9b228,4325,4325,643,0,5611,11846,0,0.017
sat/gto_p50c314_1.cnf.bz2,420e691ef43275de7810ce0c481e9547,4339,4339,639,0,5617,11887,0,0.016
sat/gto_p50c314.cnf.bz2,e4693381ca70fb32a9e560279156afcc,4319,4319,635,0,5589,11829,0,0.016
sat/gto_p50c345_1.cnf.bz2,aa8d3e0eedd5554dcaf6d9f75e247f4b,3664,3664,605,0,4874,9958,0,0.014
sat/gto_p50c345.cnf.bz2,bd1228b7fcfb199cae603094c8d23ee3,5413,5413,703,0,6819,15009,0,0.02
sat/gto_p60c231_1.cnf.bz2,4db3c8f389b969aec21a44254d47e548,3517,3517,1019,0,5555,8393,0,0.012
sat/gto_p60c231.cnf.bz2,4e088c9266507eb6bd7022206ed15b48,3493,3493,1015,0,5523,8329,0,0.013
sat/gto_p60c233.cnf.bz2,878f074f37dfcf15181b90aaff9a911c,3533,3533,1023,0,5579,8433,0,0.012
sat/gto_p60c234.cnf.bz2,4243dc454ebacf9aabc07d52fc1285d5,3557,3557,1027,0,5611,8497,0,0.012
sat/gto_p60c235.cnf.bz2,75c75e96c77a14029e4a6555b00fe22c,3583,3583,1031,0,5645,8567,0,0.012
sat/gto_p60c238.cnf.bz2,c49b704d868a1fab03183ab2af9fea67,3649,3649,1043,0,5735,8741,0,0.013
sat/gto_p60c239.cnf.bz2,971a38dc88e6bb3b5d6b88e98796a893,3627,3627,1038,0,5703,8685,0,0.012
sat/gto_p60c241.cnf.bz2,5a0b7708bd8eb4c1d26ea32e56bf47cf,3673,3673,1046,0,5765,8807,0,0.013
sat/gto_p60c243.cnf.bz2,f22d48c5f79d10f4eb7c102db11b2961,3721,3721,1054,0,5829,8935,0,0.013
sat/gto_p60c295.cnf.bz2,99198fe75cfcff93cae855f7336aaa8c,3330,3330,635,0,4600,8845,0,0.012
sat/gto_p60c343.cnf.bz2,1573c39070c77802219d0b3e2562615e,4563,4563,729,0,6021,12397,0,0.016
sat/huck.col.11.cnf.bz2,77b103479539a71c9fe27ac5333eea89,6094,6094,740,0,7574,12780,0,0.019
sat/Karatsuba6972593x13466917.cnf.bz2,2ff25c7783f8ceb3ebab31eebb98592e,18419,18419,782,4,19983,129111,0,0.122
sat/Karatsuba7654321x1234567.cnf.bz2,a5364102dcc3cf5ba701c0bb8de675f2,17253,17253,770,5,18793,119271,0,0.137
